essay_id_comp,prompt_name,task
C75AC8417907,Summer projects,Independent
C75B9C4FFEAD,Distance learning,Independent
C762A53BA0E5,Mandatory extracurricular activities,Independent
C764B1469FEE,Grades for extracurricular activities,Independent
C77A4B0D6FF1,Summer projects,Independent
C7868A739937,Community service,Independent
C78D5D70A58F,Seeking multiple opinions,Independent
C794A9BE171F,Cell phones at school,Independent
C79B9A5B5D13,Summer projects,Independent
C79DB872B022,Community service,Independent
C7A018905E52,Cell phones at school,Independent
C7A8E7FB21EE,Grades for extracurricular activities,Independent
C7B95C4C7D3F,Community service,Independent
C7BD62EA392F,Grades for extracurricular activities,Independent
C7BFC84A7A01,Distance learning,Independent
C7C25AB56695,Community service,Independent
C7C8290B69FD,Cell phones at school,Independent
C7CEFE3F256D,Seeking multiple opinions,Independent
C7DA04746915,Summer projects,Independent
C7ECAA52573D,Grades for extracurricular activities,Independent
C7F89A199353,Summer projects,Independent
C7F9CF7196EC,Grades for extracurricular activities,Independent
C7FDBAE38C0C,Distance learning,Independent
C802F00716E0,Community service,Independent
C80312F1821A,Mandatory extracurricular activities,Independent
C8080378BD24,Mandatory extracurricular activities,Independent
C80F42A2B53B,Summer projects,Independent
C816339C4D91,Distance learning,Independent
C818ACA9DB76,Mandatory extracurricular activities,Independent
C81F05802F6C,Cell phones at school,Independent
C822187BF7E4,Mandatory extracurricular activities,Independent
C82BB4F87265,Grades for extracurricular activities,Independent
C834107D49D3,Seeking multiple opinions,Independent
C8352C0FAADE,Distance learning,Independent
C8359CAD745F,Distance learning,Independent
C83A7FABBD07,Mandatory extracurricular activities,Independent
C83EB6623D24,Community service,Independent
C848C44E3004,Cell phones at school,Independent
C848E72F7CE0,Community service,Independent
C85220A1938A,Community service,Independent
C85BA77FBF86,Summer projects,Independent
C85EFB28D2F6,Grades for extracurricular activities,Independent
C86149D0B9FD,Distance learning,Independent
C862AF5812E2,Seeking multiple opinions,Independent
C865637A034A,Distance learning,Independent
C86A3BBC881C,Grades for extracurricular activities,Independent
C87164C940D0,Community service,Independent
C87505F8CC28,Community service,Independent
C879A485810D,Community service,Independent
C87A23D05F39,Distance learning,Independent
C88300C2CA72,Summer projects,Independent
C88B4EAD8DE4,Mandatory extracurricular activities,Independent
C89B8FFD5DAE,Community service,Independent
C8ABD5217114,Mandatory extracurricular activities,Independent
C8AEF0F632C0,Cell phones at school,Independent
C8B5F5F1F6DC,Distance learning,Independent
C8BDD6A253D2,Seeking multiple opinions,Independent
C8BF047C67E6,Community service,Independent
C8C168A9F3CC,Seeking multiple opinions,Independent
C8C6FF614971,Summer projects,Independent
C8C708EC29F7,Mandatory extracurricular activities,Independent
C8D236725B26,Seeking multiple opinions,Independent
C8D3EB90EB29,Distance learning,Independent
C8E30EE22644,Cell phones at school,Independent
C8E9D6F3C80A,Summer projects,Independent
C8EBB096262B,Distance learning,Independent
C8EF7048C03F,Seeking multiple opinions,Independent
C8F035B467A7,Distance learning,Independent
C8F0F3C12D4A,Cell phones at school,Independent
C8F152D4D8CB,Mandatory extracurricular activities,Independent
C8F378A4AC05,Seeking multiple opinions,Independent
C8FB2508978A,Seeking multiple opinions,Independent
C9025EF47F8F,Distance learning,Independent
C90418EBE934,Community service,Independent
C904BF74BED7,Seeking multiple opinions,Independent
C906B982A3F6,Grades for extracurricular activities,Independent
C9083A6A4955,Cell phones at school,Independent
C91AE52A385C,Seeking multiple opinions,Independent
C9297C1BF9C8,Cell phones at school,Independent
C9313379E449,Cell phones at school,Independent
C93D4A5EA7F2,Cell phones at school,Independent
C9408D6689CF,Community service,Independent
C9418C26839F,Community service,Independent
C944AAD86BA6,Seeking multiple opinions,Independent
C9476E86A834,Distance learning,Independent
C94A37408A7E,Cell phones at school,Independent
C94AC952D287,Community service,Independent
C94CAA3F0326,Grades for extracurricular activities,Independent
C955208BEEC3,Community service,Independent
C95E8958D4A0,Grades for extracurricular activities,Independent
C96084A18640,Distance learning,Independent
C9771D45787A,Summer projects,Independent
C977338F6A53,Summer projects,Independent
C97AF423A6AA,Cell phones at school,Independent
C97DFE0AC3C4,Seeking multiple opinions,Independent
C97FB0BE063C,Summer projects,Independent
C9896C21A7AB,Seeking multiple opinions,Independent
C98FE6669AA6,Seeking multiple opinions,Independent
C9966CF28678,Mandatory extracurricular activities,Independent
C99AB6D2F57D,Grades for extracurricular activities,Independent
C99AE311CB7B,Grades for extracurricular activities,Independent
C9A1E85BF75F,Seeking multiple opinions,Independent
C9B06B12D9F8,Mandatory extracurricular activities,Independent
C9B1476CF832,Grades for extracurricular activities,Independent
C9B1827498E4,Mandatory extracurricular activities,Independent
C9BA274FDEBC,Community service,Independent
C9C61B8A1FEC,Cell phones at school,Independent
C9CB05ABAE95,Cell phones at school,Independent
C9CCBA64CAC7,Mandatory extracurricular activities,Independent
C9CEB2109C27,Grades for extracurricular activities,Independent
C9D65FBBED8A,Grades for extracurricular activities,Independent
C9DCBE24604E,Cell phones at school,Independent
C9DD23612CF3,Distance learning,Independent
C9DD4EB1184B,Grades for extracurricular activities,Independent
C9EB6EB6551D,Distance learning,Independent
C9F082EEAFED,Mandatory extracurricular activities,Independent
C9F2A45330E1,Cell phones at school,Independent
C9F4BEBB3C8A,Seeking multiple opinions,Independent
CA04119154FF,Grades for extracurricular activities,Independent
CA085FEC0E7F,Grades for extracurricular activities,Independent
CA0C21200F78,Distance learning,Independent
CA0D04C09E69,Mandatory extracurricular activities,Independent
CA0FB6DB7B80,Mandatory extracurricular activities,Independent
CA12A5A210FF,Grades for extracurricular activities,Independent
CA14AD55CFF2,Mandatory extracurricular activities,Independent
CA290993DFBA,Distance learning,Independent
CA2987A57568,Summer projects,Independent
CA2C46AF6ADA,Community service,Independent
CA3937072A24,Cell phones at school,Independent
CA3BC65D287E,Mandatory extracurricular activities,Independent
CA3D7372D7A1,Seeking multiple opinions,Independent
CA488B39385B,Seeking multiple opinions,Independent
CA4E39042770,Distance learning,Independent
CA4E67209D3C,Seeking multiple opinions,Independent
CA582B3F191F,Seeking multiple opinions,Independent
CA59BF7649BE,Grades for extracurricular activities,Independent
CA5F9BF59047,Cell phones at school,Independent
CA61EF11F94F,Summer projects,Independent
CA62122BB195,Distance learning,Independent
CA79F1AAB238,Grades for extracurricular activities,Independent
CA8A4FFB3340,Grades for extracurricular activities,Independent
CA92495BE92E,Seeking multiple opinions,Independent
CA94E604C5A7,Cell phones at school,Independent
CAA042CADA38,Cell phones at school,Independent
CAA05AE141EC,Cell phones at school,Independent
CAB0789D6C0B,Distance learning,Independent
CAB3B0C8A35A,Community service,Independent
CAB6B814A374,Grades for extracurricular activities,Independent
CABB5AA3A94C,Distance learning,Independent
CAC29E888AC2,Summer projects,Independent
CAC42EC32F44,Distance learning,Independent
CAC4E6021973,Summer projects,Independent
CACCC14E28CA,Distance learning,Independent
CAD0AF209830,Summer projects,Independent
CAD0D30AED49,Community service,Independent
CAD24215C906,Mandatory extracurricular activities,Independent
CAD4163FACC6,Community service,Independent
CAE7D71D66A3,Mandatory extracurricular activities,Independent
CAFA42F8876C,Grades for extracurricular activities,Independent
CAFEA3C5D3D2,Cell phones at school,Independent
CB00405C862D,Summer projects,Independent
CB02DCCE6F0C,Summer projects,Independent
CB0BF6DDF9B7,Cell phones at school,Independent
CB1E8FFD4CB4,Seeking multiple opinions,Independent
CB1FC8879E6C,Cell phones at school,Independent
CB2940550B0B,Community service,Independent
CB31D19D0197,Community service,Independent
CB3749354CBE,Grades for extracurricular activities,Independent
CB5B26848843,Distance learning,Independent
CB601F313149,Grades for extracurricular activities,Independent
CB648246281B,Cell phones at school,Independent
CB66B685DAF6,Mandatory extracurricular activities,Independent
CB7BC04EF923,Distance learning,Independent
CB85284D9023,Summer projects,Independent
CB8B86AD7823,Distance learning,Independent
CB8C066F9865,Community service,Independent
CB8D9DD083FC,Mandatory extracurricular activities,Independent
CB97EA7E4FB7,Cell phones at school,Independent
CB9B610D53B9,Community service,Independent
CBA9043182C5,Seeking multiple opinions,Independent
CBACC9B7B6A3,Grades for extracurricular activities,Independent
CBB4595ECAB7,Grades for extracurricular activities,Independent
CBB4FB668826,Grades for extracurricular activities,Independent
CBB78E310747,Mandatory extracurricular activities,Independent
CBC0F741B812,Mandatory extracurricular activities,Independent
CBC37734DC80,Seeking multiple opinions,Independent
CBC6BC024F61,Community service,Independent
CBCA3CFF320B,Distance learning,Independent
CBCD5EF05F0F,Seeking multiple opinions,Independent
CBD00586CABD,Mandatory extracurricular activities,Independent
CBD364987E2D,Cell phones at school,Independent
CBDAC6EED622,Grades for extracurricular activities,Independent
CBF37BFEBF8F,Grades for extracurricular activities,Independent
CBF4EA907772,Seeking multiple opinions,Independent
CBF57C499977,Grades for extracurricular activities,Independent
CBF7A08C8352,Summer projects,Independent
CBFBF31128DC,Grades for extracurricular activities,Independent
CBFDC3A0F573,Distance learning,Independent
CC059B14457A,Summer projects,Independent
CC06612E842A,Mandatory extracurricular activities,Independent
CC067F0DC876,Community service,Independent
CC0AC8356D9E,Distance learning,Independent
CC149CD4B584,Distance learning,Independent
CC1A3887E593,Mandatory extracurricular activities,Independent
CC207E107BB9,Community service,Independent
CC23A03E8F99,Grades for extracurricular activities,Independent
CC2697CF981F,Cell phones at school,Independent
CC27DF7CB308,Seeking multiple opinions,Independent
CC2EAAA8FA84,Summer projects,Independent
CC2FAE6B5135,Summer projects,Independent
CC38587E9634,Grades for extracurricular activities,Independent
CC3E52BD8711,Seeking multiple opinions,Independent
CC414865C2A4,Community service,Independent
CC41AE0A268E,Community service,Independent
CC4307140FF8,Summer projects,Independent
CC44D32FF288,Distance learning,Independent
CC48A051FAC9,Mandatory extracurricular activities,Independent
CC4A42F9E5A1,Cell phones at school,Independent
CC4B93E84451,Mandatory extracurricular activities,Independent
CC50C8238771,Summer projects,Independent
CC5CB298AF94,Summer projects,Independent
CC68BA9DCB2F,Seeking multiple opinions,Independent
CC7F0C052EBC,Summer projects,Independent
CC859523C0FE,Grades for extracurricular activities,Independent
CC8C5C963660,Mandatory extracurricular activities,Independent
CC9290DC336A,Mandatory extracurricular activities,Independent
CC92F24A2B5D,Community service,Independent
CC93F09080FF,Distance learning,Independent
CC9D461148DD,Distance learning,Independent
CC9DB5A93782,Mandatory extracurricular activities,Independent
CCA7A1220DA0,Seeking multiple opinions,Independent
CCAB0FEFDD57,Summer projects,Independent
CCB089BF4CBB,Summer projects,Independent
CCB48976ED97,Grades for extracurricular activities,Independent
CCB499F8A658,Mandatory extracurricular activities,Independent
CCB5654799E0,Grades for extracurricular activities,Independent
CCC18C6C74FD,Grades for extracurricular activities,Independent
CCD18F76562C,Summer projects,Independent
CCD66CF93741,Summer projects,Independent
CCE09F209A52,Distance learning,Independent
CCF236C2E533,Distance learning,Independent
CCFC07FF5EAF,Grades for extracurricular activities,Independent
CD0BFAC0335E,Seeking multiple opinions,Independent
CD0C46A0B2E6,Community service,Independent
CD0D6C6F1CA5,Distance learning,Independent
CD0E358CA76C,Summer projects,Independent
CD166FD9EFA6,Grades for extracurricular activities,Independent
CD1B4AE39682,Grades for extracurricular activities,Independent
CD1E5F827178,Cell phones at school,Independent
CD2D05D53579,Community service,Independent
CD2F2FAFD908,Grades for extracurricular activities,Independent
CD3621334165,Seeking multiple opinions,Independent
CD53BFFA5474,Seeking multiple opinions,Independent
CD560904AA43,Summer projects,Independent
CD586C88F4F3,Distance learning,Independent
CD7186F8F046,Mandatory extracurricular activities,Independent
CD7860A8F65C,Distance learning,Independent
CD7CD8E7FD01,Summer projects,Independent
CD80ECE3B0B9,Cell phones at school,Independent
CD86F7930D58,Cell phones at school,Independent
